0,2021-02-02 18:11:49,54.950,72.150,11.060,40.950
0,2021-02-02 18:11:52,54.950,72.150,11.060,40.950
0,2021-02-02 18:11:55,54.950,72.150,11.060,40.950
0,2021-02-02 18:11:59,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:02,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:05,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:08,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:11,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:14,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:17,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:20,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:22,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:25,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:28,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:31,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:34,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:37,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:40,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:42,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:45,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:48,54.950,72.150,11.060,40.950
0,2021-02-02 18:12:50,54.950,72.150,11.060,40.950
